aaaGene	Human_ERR1801010
GPFGEMDG_00653	436
GPFGEMDG_00655	4747
GPFGEMDG_00658	0
GPFGEMDG_00659	1008
GPFGEMDG_00661	317
GPFGEMDG_00662	0
GPFGEMDG_00664	2949
GPFGEMDG_00665	3206
GPFGEMDG_00666	0
GPFGEMDG_00667	0
GPFGEMDG_00669	0
GPFGEMDG_00670	1453
GPFGEMDG_00671	0
GPFGEMDG_00674	0
GPFGEMDG_00676	0
GPFGEMDG_00679	949
GPFGEMDG_00680	0
GPFGEMDG_00681	0
GPFGEMDG_00682	5555
GPFGEMDG_00683	0
GPFGEMDG_00685	2288
GPFGEMDG_00689	151
GPFGEMDG_00693	1565
GPFGEMDG_00694	2705
GPFGEMDG_00697	652
GPFGEMDG_00699	10450
GPFGEMDG_00702	0
GPFGEMDG_00706	0
GPFGEMDG_00707	0
GPFGEMDG_00708	5895
GPFGEMDG_00709	0
GPFGEMDG_00713	0
GPFGEMDG_00714	0
GPFGEMDG_00717	0
GPFGEMDG_00718	0
GPFGEMDG_00728	0
GPFGEMDG_00729	0
GPFGEMDG_00731	0
GPFGEMDG_00732	290
GPFGEMDG_00734	0
GPFGEMDG_00736	680
GPFGEMDG_00751	0
GPFGEMDG_00752	1610
GPFGEMDG_00753	0
GPFGEMDG_00754	0
GPFGEMDG_00755	0
GPFGEMDG_00768	0
GPFGEMDG_00769	0
GPFGEMDG_00771	0
GPFGEMDG_00772	0
GPFGEMDG_00787	0
GPFGEMDG_00818	0
GPFGEMDG_00822	6400
GPFGEMDG_00823	492
GPFGEMDG_00825	6304
GPFGEMDG_00827	326
GPFGEMDG_00830	0
GPFGEMDG_00831	0
GPFGEMDG_00832	390
GPFGEMDG_00833	0
GPFGEMDG_00834	1438
GPFGEMDG_00836	1960
GPFGEMDG_00837	0
GPFGEMDG_00841	333
GPFGEMDG_00844	4654
GPFGEMDG_00849	2962
GPFGEMDG_00850	0
GPFGEMDG_00852	0
GPFGEMDG_00853	456
GPFGEMDG_00855	6040
GPFGEMDG_00860	0
GPFGEMDG_00861	2703
GPFGEMDG_00871	1690
GPFGEMDG_00875	8
GPFGEMDG_00877	0
GPFGEMDG_00886	0
GPFGEMDG_00889	0
GPFGEMDG_00890	0
GPFGEMDG_00892	1
GPFGEMDG_00893	0
GPFGEMDG_00899	328
GPFGEMDG_00900	0
GPFGEMDG_00901	764
GPFGEMDG_00902	0
GPFGEMDG_00906	0
GPFGEMDG_00907	145
GPFGEMDG_00908	0
GPFGEMDG_00909	1695
GPFGEMDG_00910	0
GPFGEMDG_00911	0
GPFGEMDG_00920	2661
GPFGEMDG_00922	0
GPFGEMDG_00933	0
GPFGEMDG_00934	0
GPFGEMDG_00940	0
GPFGEMDG_00945	0
GPFGEMDG_00949	0
GPFGEMDG_00950	2728
GPFGEMDG_00953	1120
GPFGEMDG_00957	0
GPFGEMDG_00958	177
GPFGEMDG_00965	1197
GPFGEMDG_00966	0
GPFGEMDG_00967	0
GPFGEMDG_00970	925
GPFGEMDG_00975	0
GPFGEMDG_00977	0
GPFGEMDG_00978	0
GPFGEMDG_00982	0
GPFGEMDG_00983	0
GPFGEMDG_00984	0
GPFGEMDG_00985	0
GPFGEMDG_00987	0
GPFGEMDG_00988	2644
GPFGEMDG_00991	0
GPFGEMDG_00994	492
GPFGEMDG_00996	1218
GPFGEMDG_01000	599
GPFGEMDG_01001	0
GPFGEMDG_01002	0
GPFGEMDG_01003	0
GPFGEMDG_01004	0
GPFGEMDG_01005	0
GPFGEMDG_01006	339
GPFGEMDG_01007	356
GPFGEMDG_01008	0
GPFGEMDG_01009	0
GPFGEMDG_01010	0
GPFGEMDG_01011	0
GPFGEMDG_01012	0
GPFGEMDG_01013	0
GPFGEMDG_01014	0
GPFGEMDG_01015	0
GPFGEMDG_01016	0
GPFGEMDG_01017	0
GPFGEMDG_01018	1
GPFGEMDG_01019	0
GPFGEMDG_01020	0
GPFGEMDG_01021	0
GPFGEMDG_01022	0
GPFGEMDG_01023	0
GPFGEMDG_01024	0
GPFGEMDG_01025	0
GPFGEMDG_01026	0
GPFGEMDG_01027	0
GPFGEMDG_01028	0
GPFGEMDG_01029	0
GPFGEMDG_01030	0
GPFGEMDG_01031	0
GPFGEMDG_01033	568
GPFGEMDG_01034	1555
GPFGEMDG_01035	0
GPFGEMDG_01036	0
GPFGEMDG_01037	3615
GPFGEMDG_01038	3149
GPFGEMDG_01039	0
GPFGEMDG_01040	300
GPFGEMDG_01041	594
GPFGEMDG_01042	0
GPFGEMDG_01043	0
GPFGEMDG_01044	0
GPFGEMDG_01045	5400
GPFGEMDG_01046	0
GPFGEMDG_01047	0
GPFGEMDG_01048	167
GPFGEMDG_01049	0
GPFGEMDG_01050	1474
GPFGEMDG_01051	0
GPFGEMDG_01052	0
GPFGEMDG_01053	1016
GPFGEMDG_01054	1611
GPFGEMDG_01055	1077
GPFGEMDG_01057	0
GPFGEMDG_01058	0
GPFGEMDG_01059	0
GPFGEMDG_01060	0
GPFGEMDG_01061	0
GPFGEMDG_01062	0
GPFGEMDG_01063	0
GPFGEMDG_01066	0
GPFGEMDG_01067	0
GPFGEMDG_01068	0
GPFGEMDG_01069	0
GPFGEMDG_01070	0
GPFGEMDG_01071	0
GPFGEMDG_01072	0
GPFGEMDG_01074	1720
GPFGEMDG_01075	0
GPFGEMDG_01077	0
GPFGEMDG_01080	0
GPFGEMDG_01086	0
GPFGEMDG_01087	0
GPFGEMDG_01092	0
GPFGEMDG_01095	0
GPFGEMDG_01100	0
GPFGEMDG_01102	0
GPFGEMDG_01104	0
GPFGEMDG_01108	0
GPFGEMDG_01112	0
GPFGEMDG_01113	0
GPFGEMDG_01114	0
GPFGEMDG_01115	0
GPFGEMDG_01117	0
GPFGEMDG_01119	0
GPFGEMDG_01128	0
GPFGEMDG_01129	0
GPFGEMDG_01133	0
GPFGEMDG_01134	0
GPFGEMDG_01139	4340
GPFGEMDG_01141	0
GPFGEMDG_01156	0
GPFGEMDG_01158	0
GPFGEMDG_01160	0
GPFGEMDG_01161	0
GPFGEMDG_01162	442
GPFGEMDG_01163	0
GPFGEMDG_01164	0
GPFGEMDG_01167	0
GPFGEMDG_01171	0
GPFGEMDG_01174	0
GPFGEMDG_01176	0
GPFGEMDG_01181	0
GPFGEMDG_01206	0
GPFGEMDG_01211	0
GPFGEMDG_01212	0
GPFGEMDG_01213	0
GPFGEMDG_01222	63
GPFGEMDG_01223	295
GPFGEMDG_01224	0
GPFGEMDG_01225	0
GPFGEMDG_01227	195
GPFGEMDG_01228	0
GPFGEMDG_01229	0
GPFGEMDG_01230	0
GPFGEMDG_01231	0
GPFGEMDG_01232	1
GPFGEMDG_01233	0
GPFGEMDG_01240	0
GPFGEMDG_01241	0
GPFGEMDG_01247	0
GPFGEMDG_01254	1
GPFGEMDG_01255	0
GPFGEMDG_01256	2640
GPFGEMDG_01258	321
GPFGEMDG_01261	0
GPFGEMDG_01266	0
GPFGEMDG_01267	0
GPFGEMDG_01269	0
GPFGEMDG_01270	0
GPFGEMDG_01274	0
GPFGEMDG_01275	0
GPFGEMDG_01279	0
GPFGEMDG_01283	0
GPFGEMDG_01285	0
GPFGEMDG_01290	957
GPFGEMDG_01291	1463
GPFGEMDG_01292	0
GPFGEMDG_01293	0
GPFGEMDG_01294	0
GPFGEMDG_01301	184
GPFGEMDG_01303	75
GPFGEMDG_01304	612
GPFGEMDG_01305	0
GPFGEMDG_01307	0
GPFGEMDG_01308	0
GPFGEMDG_01313	0
GPFGEMDG_01314	0
GPFGEMDG_01316	5168
GPFGEMDG_01318	0
GPFGEMDG_01321	0
GPFGEMDG_01333	0
GPFGEMDG_01339	158
GPFGEMDG_01340	1317
GPFGEMDG_01341	0
GPFGEMDG_01342	0
GPFGEMDG_01343	0
GPFGEMDG_01345	0
GPFGEMDG_01346	0
GPFGEMDG_01347	0
GPFGEMDG_01350	0
GPFGEMDG_01356	0
GPFGEMDG_01358	2412
GPFGEMDG_01360	682
GPFGEMDG_01361	0
GPFGEMDG_01362	0
GPFGEMDG_01363	909
GPFGEMDG_01365	1938
GPFGEMDG_01367	29
GPFGEMDG_01369	1853
GPFGEMDG_01376	360
GPFGEMDG_01377	940
GPFGEMDG_01379	0
GPFGEMDG_01382	0
GPFGEMDG_01386	0
GPFGEMDG_01393	0
GPFGEMDG_01404	0
GPFGEMDG_01416	0
GPFGEMDG_01420	0
GPFGEMDG_01423	0
GPFGEMDG_01424	0
GPFGEMDG_01425	877
GPFGEMDG_01430	0
GPFGEMDG_01431	0
GPFGEMDG_01434	0
GPFGEMDG_01436	0
GPFGEMDG_01437	0
GPFGEMDG_01441	0
GPFGEMDG_01443	0
GPFGEMDG_01444	0
GPFGEMDG_01446	0
GPFGEMDG_01448	0
GPFGEMDG_01449	1823
GPFGEMDG_01450	1
GPFGEMDG_01451	0
GPFGEMDG_01452	182
GPFGEMDG_01453	0
GPFGEMDG_01454	1736
GPFGEMDG_01455	0
GPFGEMDG_01456	302
GPFGEMDG_01458	994
GPFGEMDG_01459	0
GPFGEMDG_01460	0
GPFGEMDG_01461	336
GPFGEMDG_01462	1
GPFGEMDG_01465	0
GPFGEMDG_01478	459
GPFGEMDG_01484	0
GPFGEMDG_01485	0
GPFGEMDG_01486	0
GPFGEMDG_01487	0
GPFGEMDG_01490	0
GPFGEMDG_01493	0
GPFGEMDG_01496	0
GPFGEMDG_01498	0
GPFGEMDG_01500	0
GPFGEMDG_01501	0
GPFGEMDG_01505	650
GPFGEMDG_01506	0
GPFGEMDG_01510	0
GPFGEMDG_01511	0
GPFGEMDG_01514	0
GPFGEMDG_01518	0
GPFGEMDG_01519	0
GPFGEMDG_01520	279
GPFGEMDG_01521	0
GPFGEMDG_01523	895
GPFGEMDG_01524	3128
GPFGEMDG_01526	739
GPFGEMDG_01531	0
GPFGEMDG_01534	0
GPFGEMDG_01535	251
GPFGEMDG_01552	0
GPFGEMDG_01553	0
GPFGEMDG_01554	0
GPFGEMDG_01555	0
GPFGEMDG_01560	0
GPFGEMDG_01562	948
GPFGEMDG_01563	668
GPFGEMDG_01566	476
GPFGEMDG_01568	0
GPFGEMDG_01569	2387
GPFGEMDG_01571	0
GPFGEMDG_01573	0
GPFGEMDG_01576	1
GPFGEMDG_01577	1418
GPFGEMDG_01578	0
GPFGEMDG_01579	2869
GPFGEMDG_01580	0
GPFGEMDG_01581	1594
GPFGEMDG_01582	0
GPFGEMDG_01584	4394
GPFGEMDG_01592	0
GPFGEMDG_01594	3081
GPFGEMDG_01595	1296
GPFGEMDG_01596	0
GPFGEMDG_01598	0
GPFGEMDG_01601	0
GPFGEMDG_01602	1
GPFGEMDG_01603	677
GPFGEMDG_01604	0
GPFGEMDG_01605	0
GPFGEMDG_01606	0
GPFGEMDG_01609	0
GPFGEMDG_01610	0
GPFGEMDG_01611	968
GPFGEMDG_01616	1180
GPFGEMDG_01618	1110
GPFGEMDG_01623	0
GPFGEMDG_01624	0
GPFGEMDG_01627	2203
GPFGEMDG_01628	0
GPFGEMDG_01629	1
GPFGEMDG_01635	0
GPFGEMDG_01636	0
GPFGEMDG_01641	0
GPFGEMDG_01642	0
GPFGEMDG_01644	0
GPFGEMDG_01646	3162
GPFGEMDG_01650	0
GPFGEMDG_01651	0
GPFGEMDG_01652	0
GPFGEMDG_01653	0
GPFGEMDG_01654	0
GPFGEMDG_01655	0
GPFGEMDG_01656	334
GPFGEMDG_01657	0
GPFGEMDG_01658	0
GPFGEMDG_01659	0
GPFGEMDG_01660	0
GPFGEMDG_01661	0
GPFGEMDG_01662	0
GPFGEMDG_01665	0
GPFGEMDG_01669	691
GPFGEMDG_01671	0
GPFGEMDG_01672	0
GPFGEMDG_01673	409
GPFGEMDG_01674	0
GPFGEMDG_01675	0
GPFGEMDG_01677	0
GPFGEMDG_01678	2860
GPFGEMDG_01681	330
GPFGEMDG_01682	2390
GPFGEMDG_01687	4402
GPFGEMDG_01689	0
GPFGEMDG_01691	865
GPFGEMDG_01693	2991
GPFGEMDG_01696	0
GPFGEMDG_01697	543
GPFGEMDG_01698	5191
GPFGEMDG_01699	12597
GPFGEMDG_01703	0
GPFGEMDG_01706	2859
GPFGEMDG_01709	0
GPFGEMDG_01710	5497
GPFGEMDG_01711	3091
GPFGEMDG_01712	0
GPFGEMDG_01713	0
GPFGEMDG_01716	2
GPFGEMDG_01717	0
GPFGEMDG_01718	0
GPFGEMDG_01720	0
GPFGEMDG_01721	795
GPFGEMDG_01724	483
GPFGEMDG_01726	0
GPFGEMDG_01727	0
GPFGEMDG_01731	0
GPFGEMDG_01738	356
GPFGEMDG_01739	329
GPFGEMDG_01743	0
GPFGEMDG_01745	0
GPFGEMDG_01748	0
GPFGEMDG_01749	0
GPFGEMDG_01750	0
GPFGEMDG_01751	3030
GPFGEMDG_01752	442
GPFGEMDG_01756	0
GPFGEMDG_01771	0
GPFGEMDG_01783	4807
GPFGEMDG_01784	286
GPFGEMDG_01785	0
GPFGEMDG_01789	0
GPFGEMDG_01790	0
GPFGEMDG_01792	0
GPFGEMDG_01798	0
GPFGEMDG_01799	0
GPFGEMDG_01800	10641
GPFGEMDG_01801	47
GPFGEMDG_01802	0
GPFGEMDG_01803	0
GPFGEMDG_01804	0
GPFGEMDG_01805	14449
GPFGEMDG_01806	1
GPFGEMDG_01808	0
GPFGEMDG_01810	0
GPFGEMDG_01811	0
GPFGEMDG_01822	0
GPFGEMDG_01824	927
GPFGEMDG_01828	0
GPFGEMDG_01839	0
GPFGEMDG_01867	0
GPFGEMDG_01868	0
GPFGEMDG_01869	0
GPFGEMDG_01872	233
GPFGEMDG_01881	0
GPFGEMDG_01883	0
GPFGEMDG_01885	0
GPFGEMDG_01887	0
GPFGEMDG_01888	0
GPFGEMDG_01890	1572
GPFGEMDG_01891	0
GPFGEMDG_01892	0
GPFGEMDG_01893	0
GPFGEMDG_01894	0
GPFGEMDG_01895	0
GPFGEMDG_01896	0
GPFGEMDG_01898	1980
GPFGEMDG_01900	2778
GPFGEMDG_01901	114
GPFGEMDG_01902	314
GPFGEMDG_01903	1191
GPFGEMDG_01904	1169
GPFGEMDG_01905	0
GPFGEMDG_01906	449
GPFGEMDG_01907	1894
GPFGEMDG_01908	348
GPFGEMDG_01909	8499
GPFGEMDG_01910	0
GPFGEMDG_01911	0
GPFGEMDG_01912	398
GPFGEMDG_01913	1028
GPFGEMDG_01914	1003
GPFGEMDG_01915	0
GPFGEMDG_01916	627
GPFGEMDG_01917	0
GPFGEMDG_01918	334
GPFGEMDG_01919	0
GPFGEMDG_01920	0
GPFGEMDG_01921	0
GPFGEMDG_01922	0
GPFGEMDG_01923	0
GPFGEMDG_01924	0
GPFGEMDG_01925	1
GPFGEMDG_01926	0
GPFGEMDG_01927	0
GPFGEMDG_01928	0
GPFGEMDG_01929	0
GPFGEMDG_01930	0
GPFGEMDG_01931	0
GPFGEMDG_01932	0
GPFGEMDG_01933	0
GPFGEMDG_01934	0
GPFGEMDG_01935	0
GPFGEMDG_01938	0
GPFGEMDG_01939	1361
GPFGEMDG_01942	0
GPFGEMDG_01943	779
GPFGEMDG_01944	2969
GPFGEMDG_01945	0
GPFGEMDG_01946	1910
GPFGEMDG_01947	0
GPFGEMDG_01948	0
GPFGEMDG_01950	0
GPFGEMDG_01951	197
GPFGEMDG_01952	0
GPFGEMDG_01953	0
GPFGEMDG_01954	0
GPFGEMDG_01955	0
GPFGEMDG_01956	437
GPFGEMDG_01957	0
GPFGEMDG_01965	0
GPFGEMDG_01966	0
GPFGEMDG_01969	0
GPFGEMDG_01970	0
GPFGEMDG_01972	2546
GPFGEMDG_01973	0
GPFGEMDG_01975	0
GPFGEMDG_01976	1365
GPFGEMDG_01977	285
GPFGEMDG_01981	0
GPFGEMDG_01982	0
GPFGEMDG_01984	0
GPFGEMDG_01985	1622
GPFGEMDG_01989	0
GPFGEMDG_01990	2233
GPFGEMDG_01991	0
GPFGEMDG_01992	0
GPFGEMDG_01993	0
GPFGEMDG_01994	0
GPFGEMDG_01995	3639
GPFGEMDG_01996	281
GPFGEMDG_01997	457
GPFGEMDG_01998	0
GPFGEMDG_02000	0
GPFGEMDG_02001	0
GPFGEMDG_02002	0
GPFGEMDG_02003	0
GPFGEMDG_02004	0
GPFGEMDG_02005	0
GPFGEMDG_02006	0
GPFGEMDG_02007	0
GPFGEMDG_02019	2215
GPFGEMDG_02020	0
GPFGEMDG_02021	0
GPFGEMDG_02022	0
GPFGEMDG_02023	799
GPFGEMDG_02024	841
GPFGEMDG_02025	0
GPFGEMDG_02026	0
GPFGEMDG_02028	1880
GPFGEMDG_02029	0
GPFGEMDG_02030	954
GPFGEMDG_02031	0
GPFGEMDG_02032	0
GPFGEMDG_02033	2648
GPFGEMDG_02034	0
GPFGEMDG_02036	0
GPFGEMDG_02037	1190
GPFGEMDG_02038	0
GPFGEMDG_02040	167
GPFGEMDG_02043	0
GPFGEMDG_02044	0
GPFGEMDG_02045	0
GPFGEMDG_02046	0
GPFGEMDG_02047	0
GPFGEMDG_02051	0
GPFGEMDG_02052	0
GPFGEMDG_02058	0
GPFGEMDG_02059	0
GPFGEMDG_02063	0
GPFGEMDG_02064	0
GPFGEMDG_02066	0
GPFGEMDG_02067	739
GPFGEMDG_02068	0
GPFGEMDG_02069	0
GPFGEMDG_02070	0
GPFGEMDG_02072	0
GPFGEMDG_02073	0
GPFGEMDG_02074	0
GPFGEMDG_02075	0
GPFGEMDG_02076	0
GPFGEMDG_02077	0
GPFGEMDG_02078	0
GPFGEMDG_02080	293
GPFGEMDG_02081	0
GPFGEMDG_02082	0
GPFGEMDG_02083	0
GPFGEMDG_02084	2073
GPFGEMDG_02085	0
GPFGEMDG_02086	0
GPFGEMDG_02087	0
GPFGEMDG_02092	0
GPFGEMDG_02093	0
GPFGEMDG_02097	82
GPFGEMDG_02100	13
GPFGEMDG_02101	0
GPFGEMDG_02104	0
GPFGEMDG_02105	1214
GPFGEMDG_02106	0
GPFGEMDG_02107	0
GPFGEMDG_02109	3961
GPFGEMDG_02111	0
GPFGEMDG_02113	118
GPFGEMDG_02123	0
GPFGEMDG_02124	0
GPFGEMDG_02125	269
GPFGEMDG_02140	0
GPFGEMDG_02148	320
GPFGEMDG_02150	77
GPFGEMDG_02164	29
GPFGEMDG_02166	867
GPFGEMDG_02167	0
GPFGEMDG_02172	0
GPFGEMDG_02173	0
GPFGEMDG_02178	0
GPFGEMDG_02179	297
GPFGEMDG_02180	41
GPFGEMDG_02182	168
GPFGEMDG_02183	0
GPFGEMDG_02196	0
GPFGEMDG_02199	0
GPFGEMDG_02202	0
GPFGEMDG_02205	0
GPFGEMDG_02208	10570
GPFGEMDG_02209	0
GPFGEMDG_02211	0
GPFGEMDG_02224	310
GPFGEMDG_02227	0
GPFGEMDG_02229	0
GPFGEMDG_02230	0
GPFGEMDG_02231	0
GPFGEMDG_02245	649
GPFGEMDG_02260	0
GPFGEMDG_02261	0
GPFGEMDG_02264	317
GPFGEMDG_02269	163
GPFGEMDG_02275	313
GPFGEMDG_02277	467
GPFGEMDG_02278	5857
GPFGEMDG_02279	777
GPFGEMDG_02280	0
GPFGEMDG_02281	0
GPFGEMDG_02283	0
GPFGEMDG_02286	0
GPFGEMDG_02287	6046
GPFGEMDG_02288	323
GPFGEMDG_02289	0
GPFGEMDG_02290	0
GPFGEMDG_02291	587
GPFGEMDG_02292	2575
GPFGEMDG_02293	0
GPFGEMDG_02294	0
GPFGEMDG_02295	215
GPFGEMDG_02296	0
GPFGEMDG_02297	0
GPFGEMDG_02298	305
GPFGEMDG_02299	0
GPFGEMDG_02300	0
GPFGEMDG_02301	57
GPFGEMDG_02302	0
GPFGEMDG_02303	541
GPFGEMDG_02304	0
GPFGEMDG_02305	0
GPFGEMDG_02306	0
GPFGEMDG_02308	0
GPFGEMDG_02310	0
GPFGEMDG_02313	0
GPFGEMDG_02314	0
GPFGEMDG_02315	404
GPFGEMDG_02318	0
GPFGEMDG_02319	0
GPFGEMDG_02324	2211
GPFGEMDG_02331	0
GPFGEMDG_02335	0
GPFGEMDG_02337	0
GPFGEMDG_02338	166
GPFGEMDG_02339	0
GPFGEMDG_02340	1306
GPFGEMDG_02341	0
GPFGEMDG_02344	0
GPFGEMDG_02345	0
GPFGEMDG_02352	0
GPFGEMDG_02354	153
GPFGEMDG_02356	0
GPFGEMDG_02357	0
GPFGEMDG_02359	0
GPFGEMDG_02363	0
GPFGEMDG_02364	0
GPFGEMDG_02365	0
GPFGEMDG_02370	562
GPFGEMDG_02373	3201
GPFGEMDG_02375	1637
GPFGEMDG_02376	0
GPFGEMDG_02378	0
GPFGEMDG_02380	294
GPFGEMDG_02383	0
GPFGEMDG_02385	0
GPFGEMDG_02386	1619
GPFGEMDG_02387	0
GPFGEMDG_02388	0
GPFGEMDG_02390	0
GPFGEMDG_02391	0
GPFGEMDG_02394	1821
GPFGEMDG_02396	162
GPFGEMDG_02398	180
GPFGEMDG_02399	150
