aaaGene	Human_ERR1801009
GPFGEMDG_00653	218
GPFGEMDG_00655	3362
GPFGEMDG_00658	479
GPFGEMDG_00659	589
GPFGEMDG_00661	0
GPFGEMDG_00662	0
GPFGEMDG_00664	1041
GPFGEMDG_00665	5887
GPFGEMDG_00666	0
GPFGEMDG_00667	333
GPFGEMDG_00669	0
GPFGEMDG_00670	1697
GPFGEMDG_00671	0
GPFGEMDG_00674	142
GPFGEMDG_00676	0
GPFGEMDG_00679	573
GPFGEMDG_00680	0
GPFGEMDG_00681	0
GPFGEMDG_00682	3582
GPFGEMDG_00683	0
GPFGEMDG_00685	1517
GPFGEMDG_00689	140
GPFGEMDG_00693	2482
GPFGEMDG_00694	4857
GPFGEMDG_00697	1073
GPFGEMDG_00699	8436
GPFGEMDG_00702	0
GPFGEMDG_00706	4
GPFGEMDG_00707	1
GPFGEMDG_00708	5522
GPFGEMDG_00709	0
GPFGEMDG_00713	0
GPFGEMDG_00714	0
GPFGEMDG_00717	0
GPFGEMDG_00718	0
GPFGEMDG_00728	0
GPFGEMDG_00729	0
GPFGEMDG_00731	0
GPFGEMDG_00732	119
GPFGEMDG_00734	0
GPFGEMDG_00736	141
GPFGEMDG_00751	0
GPFGEMDG_00752	2452
GPFGEMDG_00753	0
GPFGEMDG_00754	854
GPFGEMDG_00755	3
GPFGEMDG_00768	0
GPFGEMDG_00769	0
GPFGEMDG_00771	0
GPFGEMDG_00772	678
GPFGEMDG_00787	0
GPFGEMDG_00818	0
GPFGEMDG_00822	9412
GPFGEMDG_00823	1327
GPFGEMDG_00825	5459
GPFGEMDG_00827	140
GPFGEMDG_00830	150
GPFGEMDG_00831	294
GPFGEMDG_00832	447
GPFGEMDG_00833	0
GPFGEMDG_00834	1178
GPFGEMDG_00836	984
GPFGEMDG_00837	0
GPFGEMDG_00841	253
GPFGEMDG_00844	9820
GPFGEMDG_00849	1753
GPFGEMDG_00850	380
GPFGEMDG_00852	0
GPFGEMDG_00853	135
GPFGEMDG_00855	6796
GPFGEMDG_00860	0
GPFGEMDG_00861	1376
GPFGEMDG_00871	899
GPFGEMDG_00875	419
GPFGEMDG_00877	0
GPFGEMDG_00886	0
GPFGEMDG_00889	0
GPFGEMDG_00890	254
GPFGEMDG_00892	338
GPFGEMDG_00893	0
GPFGEMDG_00899	104
GPFGEMDG_00900	0
GPFGEMDG_00901	1518
GPFGEMDG_00902	0
GPFGEMDG_00906	0
GPFGEMDG_00907	0
GPFGEMDG_00908	0
GPFGEMDG_00909	1799
GPFGEMDG_00910	537
GPFGEMDG_00911	0
GPFGEMDG_00920	2147
GPFGEMDG_00922	0
GPFGEMDG_00933	0
GPFGEMDG_00934	0
GPFGEMDG_00940	0
GPFGEMDG_00945	190
GPFGEMDG_00949	0
GPFGEMDG_00950	529
GPFGEMDG_00953	1610
GPFGEMDG_00957	0
GPFGEMDG_00958	0
GPFGEMDG_00965	1065
GPFGEMDG_00966	0
GPFGEMDG_00967	0
GPFGEMDG_00970	1719
GPFGEMDG_00975	0
GPFGEMDG_00977	0
GPFGEMDG_00978	730
GPFGEMDG_00982	74
GPFGEMDG_00983	0
GPFGEMDG_00984	0
GPFGEMDG_00985	0
GPFGEMDG_00987	55
GPFGEMDG_00988	1512
GPFGEMDG_00991	0
GPFGEMDG_00994	401
GPFGEMDG_00996	634
GPFGEMDG_01000	150
GPFGEMDG_01001	0
GPFGEMDG_01002	0
GPFGEMDG_01003	48
GPFGEMDG_01004	0
GPFGEMDG_01005	0
GPFGEMDG_01006	0
GPFGEMDG_01007	160
GPFGEMDG_01008	0
GPFGEMDG_01009	0
GPFGEMDG_01010	0
GPFGEMDG_01011	0
GPFGEMDG_01012	0
GPFGEMDG_01013	0
GPFGEMDG_01014	0
GPFGEMDG_01015	0
GPFGEMDG_01016	1522
GPFGEMDG_01017	0
GPFGEMDG_01018	0
GPFGEMDG_01019	0
GPFGEMDG_01020	0
GPFGEMDG_01021	0
GPFGEMDG_01022	0
GPFGEMDG_01023	0
GPFGEMDG_01024	0
GPFGEMDG_01025	0
GPFGEMDG_01026	0
GPFGEMDG_01027	0
GPFGEMDG_01028	0
GPFGEMDG_01029	0
GPFGEMDG_01030	0
GPFGEMDG_01031	0
GPFGEMDG_01033	1335
GPFGEMDG_01034	1021
GPFGEMDG_01035	0
GPFGEMDG_01036	73
GPFGEMDG_01037	1797
GPFGEMDG_01038	1887
GPFGEMDG_01039	0
GPFGEMDG_01040	670
GPFGEMDG_01041	689
GPFGEMDG_01042	0
GPFGEMDG_01043	0
GPFGEMDG_01044	0
GPFGEMDG_01045	4082
GPFGEMDG_01046	0
GPFGEMDG_01047	0
GPFGEMDG_01048	0
GPFGEMDG_01049	0
GPFGEMDG_01050	202
GPFGEMDG_01051	0
GPFGEMDG_01052	0
GPFGEMDG_01053	248
GPFGEMDG_01054	1317
GPFGEMDG_01055	829
GPFGEMDG_01057	0
GPFGEMDG_01058	0
GPFGEMDG_01059	0
GPFGEMDG_01060	0
GPFGEMDG_01061	0
GPFGEMDG_01062	0
GPFGEMDG_01063	0
GPFGEMDG_01066	0
GPFGEMDG_01067	0
GPFGEMDG_01068	0
GPFGEMDG_01069	0
GPFGEMDG_01070	0
GPFGEMDG_01071	0
GPFGEMDG_01072	0
GPFGEMDG_01074	1773
GPFGEMDG_01075	0
GPFGEMDG_01077	38
GPFGEMDG_01080	0
GPFGEMDG_01086	0
GPFGEMDG_01087	0
GPFGEMDG_01092	0
GPFGEMDG_01095	3
GPFGEMDG_01100	0
GPFGEMDG_01102	0
GPFGEMDG_01104	0
GPFGEMDG_01108	0
GPFGEMDG_01112	0
GPFGEMDG_01113	0
GPFGEMDG_01114	0
GPFGEMDG_01115	0
GPFGEMDG_01117	100
GPFGEMDG_01119	0
GPFGEMDG_01128	0
GPFGEMDG_01129	0
GPFGEMDG_01133	0
GPFGEMDG_01134	0
GPFGEMDG_01139	5156
GPFGEMDG_01141	0
GPFGEMDG_01156	553
GPFGEMDG_01158	0
GPFGEMDG_01160	0
GPFGEMDG_01161	0
GPFGEMDG_01162	0
GPFGEMDG_01163	0
GPFGEMDG_01164	1
GPFGEMDG_01167	0
GPFGEMDG_01171	0
GPFGEMDG_01174	0
GPFGEMDG_01176	0
GPFGEMDG_01181	0
GPFGEMDG_01206	0
GPFGEMDG_01211	128
GPFGEMDG_01212	0
GPFGEMDG_01213	0
GPFGEMDG_01222	207
GPFGEMDG_01223	0
GPFGEMDG_01224	0
GPFGEMDG_01225	0
GPFGEMDG_01227	325
GPFGEMDG_01228	0
GPFGEMDG_01229	0
GPFGEMDG_01230	0
GPFGEMDG_01231	0
GPFGEMDG_01232	562
GPFGEMDG_01233	394
GPFGEMDG_01240	0
GPFGEMDG_01241	0
GPFGEMDG_01247	0
GPFGEMDG_01254	1
GPFGEMDG_01255	0
GPFGEMDG_01256	729
GPFGEMDG_01258	295
GPFGEMDG_01261	0
GPFGEMDG_01266	0
GPFGEMDG_01267	0
GPFGEMDG_01269	0
GPFGEMDG_01270	145
GPFGEMDG_01274	193
GPFGEMDG_01275	0
GPFGEMDG_01279	0
GPFGEMDG_01283	0
GPFGEMDG_01285	0
GPFGEMDG_01290	2531
GPFGEMDG_01291	1277
GPFGEMDG_01292	0
GPFGEMDG_01293	129
GPFGEMDG_01294	261
GPFGEMDG_01301	0
GPFGEMDG_01303	390
GPFGEMDG_01304	713
GPFGEMDG_01305	0
GPFGEMDG_01307	0
GPFGEMDG_01308	0
GPFGEMDG_01313	0
GPFGEMDG_01314	0
GPFGEMDG_01316	2618
GPFGEMDG_01318	0
GPFGEMDG_01321	0
GPFGEMDG_01333	141
GPFGEMDG_01339	459
GPFGEMDG_01340	749
GPFGEMDG_01341	944
GPFGEMDG_01342	0
GPFGEMDG_01343	0
GPFGEMDG_01345	0
GPFGEMDG_01346	73
GPFGEMDG_01347	0
GPFGEMDG_01350	0
GPFGEMDG_01356	0
GPFGEMDG_01358	2333
GPFGEMDG_01360	227
GPFGEMDG_01361	0
GPFGEMDG_01362	0
GPFGEMDG_01363	2613
GPFGEMDG_01365	3407
GPFGEMDG_01367	4
GPFGEMDG_01369	2761
GPFGEMDG_01376	153
GPFGEMDG_01377	1294
GPFGEMDG_01379	0
GPFGEMDG_01382	85
GPFGEMDG_01386	0
GPFGEMDG_01393	0
GPFGEMDG_01404	240
GPFGEMDG_01416	0
GPFGEMDG_01420	0
GPFGEMDG_01423	0
GPFGEMDG_01424	0
GPFGEMDG_01425	1128
GPFGEMDG_01430	0
GPFGEMDG_01431	0
GPFGEMDG_01434	0
GPFGEMDG_01436	0
GPFGEMDG_01437	0
GPFGEMDG_01441	0
GPFGEMDG_01443	0
GPFGEMDG_01444	0
GPFGEMDG_01446	0
GPFGEMDG_01448	0
GPFGEMDG_01449	1460
GPFGEMDG_01450	557
GPFGEMDG_01451	122
GPFGEMDG_01452	0
GPFGEMDG_01453	0
GPFGEMDG_01454	2018
GPFGEMDG_01455	0
GPFGEMDG_01456	87
GPFGEMDG_01458	1614
GPFGEMDG_01459	0
GPFGEMDG_01460	0
GPFGEMDG_01461	743
GPFGEMDG_01462	18
GPFGEMDG_01465	0
GPFGEMDG_01478	1494
GPFGEMDG_01484	0
GPFGEMDG_01485	0
GPFGEMDG_01486	0
GPFGEMDG_01487	0
GPFGEMDG_01490	0
GPFGEMDG_01493	0
GPFGEMDG_01496	2044
GPFGEMDG_01498	0
GPFGEMDG_01500	0
GPFGEMDG_01501	39
GPFGEMDG_01505	206
GPFGEMDG_01506	0
GPFGEMDG_01510	3
GPFGEMDG_01511	0
GPFGEMDG_01514	0
GPFGEMDG_01518	0
GPFGEMDG_01519	0
GPFGEMDG_01520	127
GPFGEMDG_01521	0
GPFGEMDG_01523	76
GPFGEMDG_01524	3551
GPFGEMDG_01526	152
GPFGEMDG_01531	0
GPFGEMDG_01534	0
GPFGEMDG_01535	742
GPFGEMDG_01552	0
GPFGEMDG_01553	0
GPFGEMDG_01554	0
GPFGEMDG_01555	257
GPFGEMDG_01560	0
GPFGEMDG_01562	1256
GPFGEMDG_01563	225
GPFGEMDG_01566	752
GPFGEMDG_01568	273
GPFGEMDG_01569	4735
GPFGEMDG_01571	283
GPFGEMDG_01573	248
GPFGEMDG_01576	0
GPFGEMDG_01577	4678
GPFGEMDG_01578	0
GPFGEMDG_01579	5070
GPFGEMDG_01580	0
GPFGEMDG_01581	818
GPFGEMDG_01582	0
GPFGEMDG_01584	6373
GPFGEMDG_01592	0
GPFGEMDG_01594	3241
GPFGEMDG_01595	7377
GPFGEMDG_01596	121
GPFGEMDG_01598	0
GPFGEMDG_01601	0
GPFGEMDG_01602	0
GPFGEMDG_01603	0
GPFGEMDG_01604	1
GPFGEMDG_01605	0
GPFGEMDG_01606	343
GPFGEMDG_01609	2290
GPFGEMDG_01610	0
GPFGEMDG_01611	960
GPFGEMDG_01616	2558
GPFGEMDG_01618	715
GPFGEMDG_01623	128
GPFGEMDG_01624	0
GPFGEMDG_01627	1268
GPFGEMDG_01628	439
GPFGEMDG_01629	1
GPFGEMDG_01635	210
GPFGEMDG_01636	0
GPFGEMDG_01641	0
GPFGEMDG_01642	167
GPFGEMDG_01644	0
GPFGEMDG_01646	2189
GPFGEMDG_01650	0
GPFGEMDG_01651	0
GPFGEMDG_01652	79
GPFGEMDG_01653	0
GPFGEMDG_01654	0
GPFGEMDG_01655	55
GPFGEMDG_01656	0
GPFGEMDG_01657	0
GPFGEMDG_01658	0
GPFGEMDG_01659	0
GPFGEMDG_01660	0
GPFGEMDG_01661	0
GPFGEMDG_01662	0
GPFGEMDG_01665	0
GPFGEMDG_01669	0
GPFGEMDG_01671	0
GPFGEMDG_01672	0
GPFGEMDG_01673	1475
GPFGEMDG_01674	0
GPFGEMDG_01675	0
GPFGEMDG_01677	0
GPFGEMDG_01678	2515
GPFGEMDG_01681	185
GPFGEMDG_01682	4492
GPFGEMDG_01687	6180
GPFGEMDG_01689	0
GPFGEMDG_01691	2740
GPFGEMDG_01693	2030
GPFGEMDG_01696	0
GPFGEMDG_01697	0
GPFGEMDG_01698	7079
GPFGEMDG_01699	19454
GPFGEMDG_01703	0
GPFGEMDG_01706	2644
GPFGEMDG_01709	0
GPFGEMDG_01710	6214
GPFGEMDG_01711	4141
GPFGEMDG_01712	0
GPFGEMDG_01713	0
GPFGEMDG_01716	0
GPFGEMDG_01717	0
GPFGEMDG_01718	180
GPFGEMDG_01720	0
GPFGEMDG_01721	68
GPFGEMDG_01724	288
GPFGEMDG_01726	0
GPFGEMDG_01727	0
GPFGEMDG_01731	0
GPFGEMDG_01738	0
GPFGEMDG_01739	2417
GPFGEMDG_01743	0
GPFGEMDG_01745	0
GPFGEMDG_01748	0
GPFGEMDG_01749	0
GPFGEMDG_01750	0
GPFGEMDG_01751	3368
GPFGEMDG_01752	0
GPFGEMDG_01756	0
GPFGEMDG_01771	0
GPFGEMDG_01783	7796
GPFGEMDG_01784	51
GPFGEMDG_01785	0
GPFGEMDG_01789	0
GPFGEMDG_01790	582
GPFGEMDG_01792	0
GPFGEMDG_01798	175
GPFGEMDG_01799	734
GPFGEMDG_01800	8091
GPFGEMDG_01801	0
GPFGEMDG_01802	0
GPFGEMDG_01803	0
GPFGEMDG_01804	0
GPFGEMDG_01805	11345
GPFGEMDG_01806	0
GPFGEMDG_01808	0
GPFGEMDG_01810	0
GPFGEMDG_01811	0
GPFGEMDG_01822	0
GPFGEMDG_01824	1387
GPFGEMDG_01828	0
GPFGEMDG_01839	0
GPFGEMDG_01867	0
GPFGEMDG_01868	0
GPFGEMDG_01869	0
GPFGEMDG_01872	0
GPFGEMDG_01881	0
GPFGEMDG_01883	0
GPFGEMDG_01885	0
GPFGEMDG_01887	0
GPFGEMDG_01888	0
GPFGEMDG_01890	441
GPFGEMDG_01891	0
GPFGEMDG_01892	0
GPFGEMDG_01893	0
GPFGEMDG_01894	0
GPFGEMDG_01895	0
GPFGEMDG_01896	0
GPFGEMDG_01898	2643
GPFGEMDG_01900	3329
GPFGEMDG_01901	215
GPFGEMDG_01902	146
GPFGEMDG_01903	2223
GPFGEMDG_01904	2158
GPFGEMDG_01905	0
GPFGEMDG_01906	791
GPFGEMDG_01907	1203
GPFGEMDG_01908	309
GPFGEMDG_01909	10013
GPFGEMDG_01910	134
GPFGEMDG_01911	0
GPFGEMDG_01912	1634
GPFGEMDG_01913	747
GPFGEMDG_01914	289
GPFGEMDG_01915	0
GPFGEMDG_01916	894
GPFGEMDG_01917	0
GPFGEMDG_01918	152
GPFGEMDG_01919	0
GPFGEMDG_01920	0
GPFGEMDG_01921	8
GPFGEMDG_01922	0
GPFGEMDG_01923	0
GPFGEMDG_01924	0
GPFGEMDG_01925	0
GPFGEMDG_01926	0
GPFGEMDG_01927	111
GPFGEMDG_01928	0
GPFGEMDG_01929	0
GPFGEMDG_01930	0
GPFGEMDG_01931	0
GPFGEMDG_01932	0
GPFGEMDG_01933	0
GPFGEMDG_01934	0
GPFGEMDG_01935	0
GPFGEMDG_01938	1
GPFGEMDG_01939	1414
GPFGEMDG_01942	0
GPFGEMDG_01943	1394
GPFGEMDG_01944	1556
GPFGEMDG_01945	0
GPFGEMDG_01946	5930
GPFGEMDG_01947	0
GPFGEMDG_01948	0
GPFGEMDG_01950	0
GPFGEMDG_01951	1123
GPFGEMDG_01952	0
GPFGEMDG_01953	0
GPFGEMDG_01954	0
GPFGEMDG_01955	0
GPFGEMDG_01956	711
GPFGEMDG_01957	0
GPFGEMDG_01965	0
GPFGEMDG_01966	484
GPFGEMDG_01969	0
GPFGEMDG_01970	0
GPFGEMDG_01972	1348
GPFGEMDG_01973	0
GPFGEMDG_01975	0
GPFGEMDG_01976	704
GPFGEMDG_01977	307
GPFGEMDG_01981	0
GPFGEMDG_01982	0
GPFGEMDG_01984	0
GPFGEMDG_01985	2194
GPFGEMDG_01989	511
GPFGEMDG_01990	1364
GPFGEMDG_01991	1
GPFGEMDG_01992	1
GPFGEMDG_01993	0
GPFGEMDG_01994	0
GPFGEMDG_01995	3127
GPFGEMDG_01996	866
GPFGEMDG_01997	763
GPFGEMDG_01998	0
GPFGEMDG_02000	0
GPFGEMDG_02001	0
GPFGEMDG_02002	180
GPFGEMDG_02003	239
GPFGEMDG_02004	0
GPFGEMDG_02005	0
GPFGEMDG_02006	0
GPFGEMDG_02007	115
GPFGEMDG_02019	1685
GPFGEMDG_02020	0
GPFGEMDG_02021	0
GPFGEMDG_02022	1
GPFGEMDG_02023	2370
GPFGEMDG_02024	762
GPFGEMDG_02025	0
GPFGEMDG_02026	0
GPFGEMDG_02028	1436
GPFGEMDG_02029	0
GPFGEMDG_02030	768
GPFGEMDG_02031	0
GPFGEMDG_02032	0
GPFGEMDG_02033	5621
GPFGEMDG_02034	0
GPFGEMDG_02036	0
GPFGEMDG_02037	1067
GPFGEMDG_02038	0
GPFGEMDG_02040	201
GPFGEMDG_02043	1
GPFGEMDG_02044	0
GPFGEMDG_02045	0
GPFGEMDG_02046	650
GPFGEMDG_02047	0
GPFGEMDG_02051	144
GPFGEMDG_02052	0
GPFGEMDG_02058	0
GPFGEMDG_02059	0
GPFGEMDG_02063	0
GPFGEMDG_02064	0
GPFGEMDG_02066	0
GPFGEMDG_02067	592
GPFGEMDG_02068	0
GPFGEMDG_02069	0
GPFGEMDG_02070	0
GPFGEMDG_02072	0
GPFGEMDG_02073	0
GPFGEMDG_02074	0
GPFGEMDG_02075	0
GPFGEMDG_02076	0
GPFGEMDG_02077	0
GPFGEMDG_02078	0
GPFGEMDG_02080	0
GPFGEMDG_02081	88
GPFGEMDG_02082	0
GPFGEMDG_02083	104
GPFGEMDG_02084	5720
GPFGEMDG_02085	0
GPFGEMDG_02086	0
GPFGEMDG_02087	0
GPFGEMDG_02092	383
GPFGEMDG_02093	0
GPFGEMDG_02097	145
GPFGEMDG_02100	0
GPFGEMDG_02101	0
GPFGEMDG_02104	0
GPFGEMDG_02105	1396
GPFGEMDG_02106	0
GPFGEMDG_02107	0
GPFGEMDG_02109	1671
GPFGEMDG_02111	0
GPFGEMDG_02113	248
GPFGEMDG_02123	0
GPFGEMDG_02124	0
GPFGEMDG_02125	118
GPFGEMDG_02140	0
GPFGEMDG_02148	325
GPFGEMDG_02150	0
GPFGEMDG_02164	0
GPFGEMDG_02166	716
GPFGEMDG_02167	0
GPFGEMDG_02172	0
GPFGEMDG_02173	0
GPFGEMDG_02178	0
GPFGEMDG_02179	578
GPFGEMDG_02180	212
GPFGEMDG_02182	260
GPFGEMDG_02183	0
GPFGEMDG_02196	0
GPFGEMDG_02199	0
GPFGEMDG_02202	0
GPFGEMDG_02205	0
GPFGEMDG_02208	8485
GPFGEMDG_02209	0
GPFGEMDG_02211	0
GPFGEMDG_02224	560
GPFGEMDG_02227	0
GPFGEMDG_02229	0
GPFGEMDG_02230	0
GPFGEMDG_02231	0
GPFGEMDG_02245	2370
GPFGEMDG_02260	201
GPFGEMDG_02261	0
GPFGEMDG_02264	486
GPFGEMDG_02269	369
GPFGEMDG_02275	237
GPFGEMDG_02277	1995
GPFGEMDG_02278	7215
GPFGEMDG_02279	94
GPFGEMDG_02280	0
GPFGEMDG_02281	0
GPFGEMDG_02283	0
GPFGEMDG_02286	71
GPFGEMDG_02287	8548
GPFGEMDG_02288	0
GPFGEMDG_02289	0
GPFGEMDG_02290	0
GPFGEMDG_02291	1148
GPFGEMDG_02292	4303
GPFGEMDG_02293	0
GPFGEMDG_02294	580
GPFGEMDG_02295	0
GPFGEMDG_02296	0
GPFGEMDG_02297	0
GPFGEMDG_02298	0
GPFGEMDG_02299	0
GPFGEMDG_02300	0
GPFGEMDG_02301	0
GPFGEMDG_02302	0
GPFGEMDG_02303	1567
GPFGEMDG_02304	0
GPFGEMDG_02305	0
GPFGEMDG_02306	0
GPFGEMDG_02308	0
GPFGEMDG_02310	0
GPFGEMDG_02313	290
GPFGEMDG_02314	0
GPFGEMDG_02315	800
GPFGEMDG_02318	0
GPFGEMDG_02319	0
GPFGEMDG_02324	1680
GPFGEMDG_02331	0
GPFGEMDG_02335	0
GPFGEMDG_02337	131
GPFGEMDG_02338	0
GPFGEMDG_02339	0
GPFGEMDG_02340	2353
GPFGEMDG_02341	0
GPFGEMDG_02344	253
GPFGEMDG_02345	0
GPFGEMDG_02352	155
GPFGEMDG_02354	271
GPFGEMDG_02356	0
GPFGEMDG_02357	0
GPFGEMDG_02359	0
GPFGEMDG_02363	0
GPFGEMDG_02364	0
GPFGEMDG_02365	0
GPFGEMDG_02370	73
GPFGEMDG_02373	5218
GPFGEMDG_02375	1403
GPFGEMDG_02376	0
GPFGEMDG_02378	0
GPFGEMDG_02380	1176
GPFGEMDG_02383	0
GPFGEMDG_02385	0
GPFGEMDG_02386	2126
GPFGEMDG_02387	0
GPFGEMDG_02388	0
GPFGEMDG_02390	0
GPFGEMDG_02391	529
GPFGEMDG_02394	2113
GPFGEMDG_02396	0
GPFGEMDG_02398	1
